Turkey	98	51	1	1		97		1		"March 18, 2020, 02:00 GMT"
Slovakia	97	25				97	2	18		"March 18, 2020, 02:00 GMT"
South Africa	85	21				85		1		"March 18, 2020, 02:00 GMT"
Mexico	82	29			4	78	1	0.6		"March 18, 2020, 02:00 GMT"
Bulgaria	81	19	2			79		12		"March 18, 2020, 02:00 GMT"
Argentina	79	14	2		3	74	1	2		"March 18, 2020, 02:00 GMT"
Armenia	78	26			1	77	2	26		"March 18, 2020, 02:00 GMT"
Taiwan	77	10	1		20	56		3		"March 18, 2020, 02:00 GMT"
Serbia	72	15			1	71	4	8		"March 18, 2020, 02:00 GMT"
Panama	69		1			68	7	16		"March 18, 2020, 02:00 GMT"
Croatia	69	12			5	64		17		"March 18, 2020, 02:00 GMT"
Vietnam	66	5			16	50		0.7		"March 18, 2020, 02:00 GMT"
Colombia	65	11			1	64		1		"March 18, 2020, 02:00 GMT"
Algeria	61	1	5	1	10	46		1		"March 18, 2020, 02:00 GMT"
Latvia	60	26			1	59		32		"March 18, 2020, 02:00 GMT"
Brunei	56	2				56	1	128		"March 18, 2020, 02:00 GMT"
Albania	55	4	1			54	2	19		"March 18, 2020, 02:00 GMT"
Hungary	50	11	1		2	47		5		"March 18, 2020, 02:00 GMT"
Costa Rica	50	9				50	3	10		"March 18, 2020, 02:00 GMT"
Uruguay	50	21				50		14		"March 18, 2020, 02:00 GMT"
Cyprus	49	3				49	1	41		"March 18, 2020, 02:00 GMT"
Jordan	48	19			1	47		5		"March 18, 2020, 02:00 GMT"
Faeroe Islands	47	29				47		962		"March 18, 2020, 02:00 GMT"
Morocco	44	7	2	1	1	41	1	1		"March 18, 2020, 02:00 GMT"
Sri Lanka	44	16			1	43		2		"March 18, 2020, 02:00 GMT"
Palestine	44	5				44		9		"March 18, 2020, 02:00 GMT"
Andorra	39	25			1	38		505		"March 18, 2020, 02:00 GMT"
Malta	38	8			2	36		86		"March 18, 2020, 02:00 GMT"
Belarus	36				3	33		4		"March 18, 2020, 02:00 GMT"
Azerbaijan	34	9	1		6	27		3		"March 18, 2020, 02:00 GMT"
Georgia	34	1			1	33	1	9		"March 18, 2020, 02:00 GMT"
Bosnia and Herzegovina	34	9			2	32		10		"March 18, 2020, 02:00 GMT"
Cambodia	33	21			1	32		2		"March 18, 2020, 02:00 GMT"
Oman	33	9			12	21		6		"March 18, 2020, 02:00 GMT"
Kazakhstan	33	23				33		2		"March 18, 2020, 02:00 GMT"
Venezuela	33	16				33		1		"March 18, 2020, 02:00 GMT"
North Macedonia	31	7			1	30	1	15		"March 18, 2020, 02:00 GMT"
Moldova	30	1			1	29	1	7		"March 18, 2020, 02:00 GMT"
Senegal	27				2	25		2		"March 18, 2020, 02:00 GMT"
Lithuania	26	8			1	25	1	10		"March 18, 2020, 02:00 GMT"
Tunisia	25	1			1	24	2	2		"March 18, 2020, 02:00 GMT"
Afghanistan	22	1			1	21		0.6		"March 18, 2020, 02:00 GMT"
Dominican Republic	21		1			20		2		"March 18, 2020, 02:00 GMT"
New Zealand	20	12				20		4		"March 18, 2020, 02:00 GMT"
Liechtenstein	19	12				19		498		"March 18, 2020, 02:00 GMT"
Guadeloupe	18	12				18		45		"March 18, 2020, 02:00 GMT"
Martinique	15		1			14		40		"March 18, 2020, 02:00 GMT"
Burkina Faso	15					15		0.7		"March 18, 2020, 02:00 GMT"
Ukraine	14	7	2	1		12		0.3		"March 18, 2020, 02:00 GMT"
Macao	13	1			10	3		20		"March 18, 2020, 02:00 GMT"
Maldives	13					13		24		"March 18, 2020, 02:00 GMT"
Bolivia	12	1				12		1		"March 18, 2020, 02:00 GMT"
Jamaica	12				2	10		4		"March 18, 2020, 02:00 GMT"
French Guiana	11					11		37		"March 18, 2020, 02:00 GMT"
Uzbekistan	11	3				11		0.3		"March 18, 2020, 02:00 GMT"
Bangladesh	10	2			3	7		0.06		"March 18, 2020, 02:00 GMT"
Cameroon	10	5				10		0.4		"March 18, 2020, 02:00 GMT"
Monaco	9					9		229		"March 18, 2020, 02:00 GMT"
Paraguay	9	1				9	1	1		"March 18, 2020, 02:00 GMT"
Réunion	9					9		10		"March 18, 2020, 02:00 GMT"
Guatemala	8		1			7		0.4		"March 18, 2020, 02:00 GMT"
Honduras	8	2				8		0.8		"March 18, 2020, 02:00 GMT"
Guyana	7		1			6		9		"March 18, 2020, 02:00 GMT"
Cuba	7	3				7		0.6		"March 18, 2020, 02:00 GMT"
Ghana	7	1				7		0.2		"March 18, 2020, 02:00 GMT"
Rwanda	7					7		0.5		"March 18, 2020, 02:00 GMT"
Channel Islands	6					6		35		"March 18, 2020, 02:00 GMT"
Ethiopia	6	1				6		0.05		"March 18, 2020, 02:00 GMT"
Guam	5	2				5		30		"March 18, 2020, 02:00 GMT"
Mongolia	5	1				5		2		"March 18, 2020, 02:00 GMT"
Puerto Rico	5					5		2		"March 18, 2020, 02:00 GMT"
Trinidad and Tobago	5	1				5		4		"March 18, 2020, 02:00 GMT"
Ivory Coast	4					4		0.2		"March 18, 2020, 02:00 GMT"
Kenya	4	1				4		0.07		"March 18, 2020, 02:00 GMT"
Seychelles	4	1				4		41		"March 18, 2020, 02:00 GMT"
Nigeria	3	1			1	2		0.01		"March 18, 2020, 02:00 GMT"
Aruba	3	1				3		28		"March 18, 2020, 02:00 GMT"
Curaçao	3	1				3		18		"March 18, 2020, 02:00 GMT"
DRC	3					3		0.03		"March 18, 2020, 02:00 GMT"
French Polynesia	3					3		11		"March 18, 2020, 02:00 GMT"
Gibraltar	3				2	1		89		"March 18, 2020, 02:00 GMT"
Mayotte	3	1				3		11		"March 18, 2020, 02:00 GMT"
St. Barth	3					3		304		"March 18, 2020, 02:00 GMT"
Barbados	2	2				2		7		"March 18, 2020, 02:00 GMT"
Liberia	2	1				2		0.4		"March 18, 2020, 02:00 GMT"
Montenegro	2	2				2		3		"March 18, 2020, 02:00 GMT"
Namibia	2					2		0.8		"March 18, 2020, 02:00 GMT"
Saint Lucia	2					2		11		"March 18, 2020, 02:00 GMT"
Saint Martin	2					2		52		"March 18, 2020, 02:00 GMT"
U.S. Virgin Islands	2	1				2		19		"March 18, 2020, 02:00 GMT"
Cayman Islands	1		1			0		15		"March 18, 2020, 02:00 GMT"
Sudan	1		1			0		0.02		"March 18, 2020, 02:00 GMT"
Nepal	1				1	0		0.03		"March 18, 2020, 02:00 GMT"
Antigua and Barbuda	1					1		10		"March 18, 2020, 02:00 GMT"
Bahamas	1					1		3		"March 18, 2020, 02:00 GMT"
Benin	1					1		0.08		"March 18, 2020, 02:00 GMT"
Bhutan	1					1		1		"March 18, 2020, 02:00 GMT"
CAR	1					1		0.2		"March 18, 2020, 02:00 GMT"
Congo	1					1		0.2		"March 18, 2020, 02:00 GMT"
Equatorial Guinea	1					1		0.7		"March 18, 2020, 02:00 GMT"
Gabon	1					1		0.4		"March 18, 2020, 02:00 GMT"
Gambia	1	1				1		0.4		"March 18, 2020, 02:00 GMT"
Greenland	1					1		18		"March 18, 2020, 02:00 GMT"
Guinea	1					1		0.08		"March 18, 2020, 02:00 GMT"
Vatican City	1					1		"1,248"		"March 18, 2020, 02:00 GMT"
Mauritania	1					1		0.2		"March 18, 2020, 02:00 GMT"
St. Vincent Grenadines	1					1		9		"March 18, 2020, 02:00 GMT"
Somalia	1					1		0.06		"March 18, 2020, 02:00 GMT"
Suriname	1					1		2		"March 18, 2020, 02:00 GMT"
Eswatini	1					1		0.9		"March 18, 2020, 02:00 GMT"
Tanzania	1					1		0.02		"March 18, 2020, 02:00 GMT"
Togo	1					1		0.1		"March 18, 2020, 02:00 GMT"
Total:	"198,377"	"15,903"	"7,981"	820	"82,763"	"107,633"	"6,416"	25.4		"March 18, 2020, 02:00 GMT"
China	"80,894"	13	"3,237"	11	"69,614"	"8,043"	"2,622"	56		"March 18, 2020, 13:00 GMT"
Italy	"31,506"		"2,503"		"2,941"	"26,062"	"2,060"	521		"March 18, 2020, 13:00 GMT"
Iran	"17,361"	"1,192"	"1,135"	147	"5,389"	"10,837"		207		"March 18, 2020, 13:00 GMT"
Spain	"13,716"	"1,890"	616	83	"1,081"	"12,019"	563	293		"March 18, 2020, 13:00 GMT"
Germany	"10,082"	715	26		71	"9,985"	2	120		"March 18, 2020, 13:00 GMT"
S. Korea	"8,413"	93	84	3	"1,540"	"6,789"	59	164		"March 18, 2020, 13:00 GMT"
France	"7,730"		175		602	"6,953"	699	118		"March 18, 2020, 13:00 GMT"
USA	"6,534"	123	116	7	106	"6,312"	12	20		"March 18, 2020, 13:00 GMT"
Switzerland	"2,742"		27		15	"2,700"		317		"March 18, 2020, 13:00 GMT"
UK	"1,950"		71		65	"1,814"	20	29		"March 18, 2020, 13:00 GMT"
Netherlands	"1,705"		43		2	"1,660"	45	100		"March 18, 2020, 13:00 GMT"
Norway	"1,527"	56	5	2	1	"1,521"	27	282		"March 18, 2020, 13:00 GMT"
Belgium	"1,486"	243	14	4	14	"1,458"	33	128		"March 18, 2020, 13:00 GMT"
Austria	"1,471"	139	3	-1	9	"1,459"	12	163		"March 18, 2020, 13:00 GMT"
Sweden	"1,196"		8		1	"1,187"	12	118		"March 18, 2020, 13:00 GMT"
Denmark	"1,044"	67	4		1	"1,039"	24	180		"March 18, 2020, 13:00 GMT"
Japan	889	11	29		144	716	41	7		"March 18, 2020, 13:00 GMT"
Malaysia	790	117	2		60	728	15	24		"March 18, 2020, 13:00 GMT"
Diamond Princess	712		7		456	249	14			"March 18, 2020, 13:00 GMT"
Portugal	642	194	2	1	3	637	18	63		"March 18, 2020, 13:00 GMT"
Canada	598		8		12	578	1	16		"March 18, 2020, 13:00 GMT"
Australia	565	110	6	1	43	516	1	22		"March 18, 2020, 13:00 GMT"
Czechia	464	30			3	461	3	43		"March 18, 2020, 13:00 GMT"
Qatar	442				4	438		153		"March 18, 2020, 13:00 GMT"
Israel	427	90			11	416	5	49		"March 18, 2020, 13:00 GMT"
Greece	387		5		14	368	11	37		"March 18, 2020, 13:00 GMT"
Finland	359	37			10	349	2	65		"March 18, 2020, 13:00 GMT"
Brazil	350	4	1		2	347	18	2		"March 18, 2020, 13:00 GMT"
Ireland	292		2		5	285	6	59		"March 18, 2020, 13:00 GMT"
Slovenia	275		1			274	4	132		"March 18, 2020, 13:00 GMT"
Singapore	266				114	152	14	45		"March 18, 2020, 13:00 GMT"
Estonia	258	33			1	257	1	194		"March 18, 2020, 13:00 GMT"
Pakistan	256	9			2	254		1		"March 18, 2020, 13:00 GMT"
Bahrain	255	14	1		88	166	3	150		"March 18, 2020, 13:00 GMT"
Iceland	250	3			5	245	1	733		"March 18, 2020, 13:00 GMT"
Poland	246	8	5		1	240	3	6		"March 18, 2020, 13:00 GMT"
Romania	246	29			19	227	5	13		"March 18, 2020, 13:00 GMT"
Indonesia	227	55	19	12	11	197		0.8		"March 18, 2020, 13:00 GMT"
Thailand	212	35	1		41	170	1	3		"March 18, 2020, 13:00 GMT"
Luxembourg	203	63	2	1		201	1	324		"March 18, 2020, 13:00 GMT"
Philippines	202	15	17	3	4	181	1	2		"March 18, 2020, 13:00 GMT"
Chile	201					201	3	11		"March 18, 2020, 13:00 GMT"
Egypt	196		6		26	164		2		"March 18, 2020, 13:00 GMT"
Hong Kong	181	13	4		92	85	4	24		"March 18, 2020, 13:00 GMT"
Saudi Arabia	171				6	165		5		"March 18, 2020, 13:00 GMT"
Iraq	164	10	12	1	41	111		4		"March 18, 2020, 13:00 GMT"
Ecuador	155	44	2			153	2	9		"March 18, 2020, 13:00 GMT"
India	152	9	3		14	135		0.1		"March 18, 2020, 13:00 GMT"
Russia	147	33			8	139		1		"March 18, 2020, 13:00 GMT"
Kuwait	142	12			12	130	4	33		"March 18, 2020, 13:00 GMT"
Lebanon	133	9	4		4	125	3	19		"March 18, 2020, 13:00 GMT"
San Marino	119		11		4	104	11	"3,507"		"March 18, 2020, 13:00 GMT"
Peru	117				1	116	8	4		"March 18, 2020, 13:00 GMT"
South Africa	116	31				116		2		"March 18, 2020, 13:00 GMT"
UAE	113				26	87	2	11		"March 18, 2020, 13:00 GMT"
Slovakia	105	8				105	2	19		"March 18, 2020, 13:00 GMT"
Taiwan	100	23	1		20	79		4		"March 18, 2020, 13:00 GMT"
Turkey	98		1			97		1		"March 18, 2020, 13:00 GMT"
Mexico	93	11			4	89	1	0.7		"March 18, 2020, 13:00 GMT"
Panama	86	17	1			85	7	20		"March 18, 2020, 13:00 GMT"
Armenia	84	6			1	83	2	28		"March 18, 2020, 13:00 GMT"
Serbia	83	11			1	82	4	9		"March 18, 2020, 13:00 GMT"
Bulgaria	81		2			79		12		"March 18, 2020, 13:00 GMT"
Croatia	81	12			5	76		20		"March 18, 2020, 13:00 GMT"
Argentina	79		2		3	74	1	2		"March 18, 2020, 13:00 GMT"
Colombia	75	10			1	74		1		"March 18, 2020, 13:00 GMT"
Algeria	72	11	6	1	10	56		2		"March 18, 2020, 13:00 GMT"
Latvia	71	11			1	70		38		"March 18, 2020, 13:00 GMT"
Vietnam	68	2			16	52		0.7		"March 18, 2020, 13:00 GMT"
Brunei	68	12				68	2	155		"March 18, 2020, 13:00 GMT"
Albania	59	4	2	1		57	2	21		"March 18, 2020, 13:00 GMT"
Hungary	58	8	1		2	55	4	6		"March 18, 2020, 13:00 GMT"
Faeroe Islands	58	11			1	57		"1,187"		"March 18, 2020, 13:00 GMT"
Belarus	51	15			5	46		5		"March 18, 2020, 13:00 GMT"
Sri Lanka	51	7			3	48		2		"March 18, 2020, 13:00 GMT"
Costa Rica	50					50	3	10		"March 18, 2020, 13:00 GMT"
Uruguay	50					50		14		"March 18, 2020, 13:00 GMT"
Morocco	49	5	2		1	46	1	1		"March 18, 2020, 13:00 GMT"
Cyprus	49					49	1	41		"March 18, 2020, 13:00 GMT"
Jordan	48				1	47		5		"March 18, 2020, 13:00 GMT"
Malta	48	10			2	46		109		"March 18, 2020, 13:00 GMT"
Palestine	44					44		9		"March 18, 2020, 13:00 GMT"
Andorra	39				1	38		505		"March 18, 2020, 13:00 GMT"
Georgia	38	4			1	37	1	10		"March 18, 2020, 13:00 GMT"
Bosnia and Herzegovina	38	4			2	36		12		"March 18, 2020, 13:00 GMT"
Kazakhstan	36	3				36		2		"March 18, 2020, 13:00 GMT"
Venezuela	36	3				36		1		"March 18, 2020, 13:00 GMT"
Cambodia	35	2			1	34		2		"March 18, 2020, 13:00 GMT"
North Macedonia	35	4			1	34	1	17		"March 18, 2020, 13:00 GMT"
Azerbaijan	34		1		6	27		3		"March 18, 2020, 13:00 GMT"
Lithuania	33	7			1	32	1	12		"March 18, 2020, 13:00 GMT"
Oman	33				12	21		6		"March 18, 2020, 13:00 GMT"
Senegal	31	4			2	29		2		"March 18, 2020, 13:00 GMT"
Moldova	30		1	1	1	28	2	7		"March 18, 2020, 13:00 GMT"
Tunisia	29	2			1	28	2	2		"March 18, 2020, 13:00 GMT"
Guadeloupe	27	9				27		67		"March 18, 2020, 13:00 GMT"
Afghanistan	22				1	21		0.6		"March 18, 2020, 13:00 GMT"
Dominican Republic	21		1			20		2		"March 18, 2020, 13:00 GMT"
Burkina Faso	20	5	1	1		19		1		"March 18, 2020, 13:00 GMT"
New Zealand	20					20		4		"March 18, 2020, 13:00 GMT"
Martinique	19	4	1			18		51		"March 18, 2020, 13:00 GMT"
Liechtenstein	19					19		498		"March 18, 2020, 13:00 GMT"
Macao	15	2			10	5		23		"March 18, 2020, 13:00 GMT"
Uzbekistan	15	4				15		0.4		"March 18, 2020, 13:00 GMT"
Ukraine	14		2			12		0.3		"March 18, 2020, 13:00 GMT"
Bangladesh	14	4	1	1	3	10		0.09		"March 18, 2020, 13:00 GMT"
Jamaica	13				2	11		4		"March 18, 2020, 13:00 GMT"
Maldives	13					13		24		"March 18, 2020, 13:00 GMT"
Bolivia	12					12		1		"March 18, 2020, 13:00 GMT"
Réunion	12	3				12		13		"March 18, 2020, 13:00 GMT"
Guyana	11	4	1			10		14		"March 18, 2020, 13:00 GMT"
French Guiana	11					11		37		"March 18, 2020, 13:00 GMT"
Paraguay	11	2				11	1	2		"March 18, 2020, 13:00 GMT"
Cameroon	10					10		0.4		"March 18, 2020, 13:00 GMT"
Monaco	9					9		229		"March 18, 2020, 13:00 GMT"
Honduras	9	1				9		0.9		"March 18, 2020, 13:00 GMT"
Guatemala	8		1			7		0.4		"March 18, 2020, 13:00 GMT"
Nigeria	8	5			1	7		0.04		"March 18, 2020, 13:00 GMT"
Guam	8	3				8		47		"March 18, 2020, 13:00 GMT"
Rwanda	8	1				8		0.6		"March 18, 2020, 13:00 GMT"
Cuba	7					7		0.6		"March 18, 2020, 13:00 GMT"
DRC	7	4				7		0.08		"March 18, 2020, 13:00 GMT"
Ghana	7					7		0.2		"March 18, 2020, 13:00 GMT"
Kenya	7	3				7		0.1		"March 18, 2020, 13:00 GMT"
Trinidad and Tobago	7	2				7		5		"March 18, 2020, 13:00 GMT"
Channel Islands	6					6		35		"March 18, 2020, 13:00 GMT"
Ivory Coast	6	2			1	5		0.2		"March 18, 2020, 13:00 GMT"
Ethiopia	6					6		0.05		"March 18, 2020, 13:00 GMT"
Mongolia	6	1				6		2		"March 18, 2020, 13:00 GMT"
Puerto Rico	5					5		2		"March 18, 2020, 13:00 GMT"
Aruba	4	1				4		37		"March 18, 2020, 13:00 GMT"
Seychelles	4					4		41		"March 18, 2020, 13:00 GMT"
Curaçao	3					3		18		"March 18, 2020, 13:00 GMT"
French Polynesia	3					3		11		"March 18, 2020, 13:00 GMT"
Gabon	3					3		1		"March 18, 2020, 13:00 GMT"
Gibraltar	3				2	1		89		"March 18, 2020, 13:00 GMT"
Kyrgyzstan	3	3				3		0.5		"March 18, 2020, 13:00 GMT"
Mayotte	3					3		11		"March 18, 2020, 13:00 GMT"
St. Barth	3					3		304		"March 18, 2020, 13:00 GMT"
Saint Martin	3	1				3		78		"March 18, 2020, 13:00 GMT"
Tanzania	3	2				3		0.05		"March 18, 2020, 13:00 GMT"
Sudan	2	1	1			1		0.05		"March 18, 2020, 13:00 GMT"
Barbados	2					2		7		"March 18, 2020, 13:00 GMT"
Liberia	2					2		0.4		"March 18, 2020, 13:00 GMT"
Montenegro	2					2		3		"March 18, 2020, 13:00 GMT"
Namibia	2					2		0.8		"March 18, 2020, 13:00 GMT"
New Caledonia	2	2				2		7		"March 18, 2020, 13:00 GMT"
Saint Lucia	2					2		11		"March 18, 2020, 13:00 GMT"
U.S. Virgin Islands	2					2		19		"March 18, 2020, 13:00 GMT"
Zambia	2	2				2		0.1		"March 18, 2020, 13:00 GMT"
Cayman Islands	1		1			0		15		"March 18, 2020, 13:00 GMT"
Nepal	1				1	0		0.03		"March 18, 2020, 13:00 GMT"
Antigua and Barbuda	1					1		10		"March 18, 2020, 13:00 GMT"
Bahamas	1					1		3		"March 18, 2020, 13:00 GMT"
Benin	1					1		0.08		"March 18, 2020, 13:00 GMT"
Bhutan	1					1		1		"March 18, 2020, 13:00 GMT"
CAR	1					1		0.2		"March 18, 2020, 13:00 GMT"
Congo	1					1		0.2		"March 18, 2020, 13:00 GMT"
Djibouti	1	1				1		1		"March 18, 2020, 13:00 GMT"
Equatorial Guinea	1					1		0.7		"March 18, 2020, 13:00 GMT"
Gambia	1					1		0.4		"March 18, 2020, 13:00 GMT"
Greenland	1					1		18		"March 18, 2020, 13:00 GMT"
Guinea	1					1		0.08		"March 18, 2020, 13:00 GMT"
Vatican City	1					1		"1,248"		"March 18, 2020, 13:00 GMT"
Mauritania	1					1		0.2		"March 18, 2020, 13:00 GMT"
Montserrat	1	1				1		200		"March 18, 2020, 13:00 GMT"
St. Vincent Grenadines	1					1		9		"March 18, 2020, 13:00 GMT"
Somalia	1					1		0.06		"March 18, 2020, 13:00 GMT"
Suriname	1					1		2		"March 18, 2020, 13:00 GMT"
Eswatini	1					1		0.9		"March 18, 2020, 13:00 GMT"
Togo	1					1		0.1		"March 18, 2020, 13:00 GMT"
Total:	"204,070"	"5,849"	"8,247"	280	"82,866"	"112,957"	"6,434"	26.2		"March 18, 2020, 13:00 GMT"
China	"80,928"	34	"3,245"	8	"70,420"	"7,263"	"2,274"	56		"March 19, 2020, 03:44 GMT"
Italy	"35,713"		"2,978"		"4,025"	"28,710"	"2,257"	591		"March 19, 2020, 03:44 GMT"
Iran	"17,361"		"1,135"		"5,710"	"10,516"		207		"March 19, 2020, 03:44 GMT"
Spain	"14,769"		638		"1,081"	"13,050"	800	316		"March 19, 2020, 03:44 GMT"
Germany	"12,327"		28		105	"12,194"	2	147		"March 19, 2020, 03:44 GMT"
USA	"9,436"	179	155	5	108	"9,173"	64	29		"March 19, 2020, 03:44 GMT"
France	"9,134"		264		602	"8,268"	931	140		"March 19, 2020, 03:44 GMT"
S. Korea	"8,565"	152	91	7	"1,947"	"6,527"	59	167		"March 19, 2020, 03:44 GMT"
Switzerland	"3,115"		33		15	"3,067"		360		"March 19, 2020, 03:44 GMT"
UK	"2,626"		104		65	"2,457"	20	39		"March 19, 2020, 03:44 GMT"
Netherlands	"2,051"		58		2	"1,991"	45	120		"March 19, 2020, 03:44 GMT"
Austria	"1,646"		4		9	"1,633"	12	183		"March 19, 2020, 03:44 GMT"
Norway	"1,591"		6		1	"1,584"	27	293		"March 19, 2020, 03:44 GMT"
Belgium	"1,486"		14		31	"1,441"	33	128		"March 19, 2020, 03:44 GMT"
Sweden	"1,301"		10		15	"1,276"	12	129		"March 19, 2020, 03:44 GMT"
Denmark	"1,057"		4		1	"1,052"	24	182		"March 19, 2020, 03:44 GMT"
Japan	923	9	32	3	191	700	46	7		"March 19, 2020, 03:44 GMT"
Malaysia	790		2		60	728	15	24		"March 19, 2020, 03:44 GMT"
Canada	727		9		12	706	1	19		"March 19, 2020, 03:44 GMT"
Diamond Princess	712		7		527	178	14			"March 19, 2020, 03:44 GMT"
Portugal	642		2		4	636	18	63		"March 19, 2020, 03:44 GMT"
Australia	636	40	6		43	587	1	25		"March 19, 2020, 03:44 GMT"
Brazil	529		4		2	523	18	2		"March 19, 2020, 03:44 GMT"
Czechia	522				3	519	5	49		"March 19, 2020, 03:44 GMT"
Qatar	452				4	448		157		"March 19, 2020, 03:44 GMT"
Israel	433				11	422	6	50		"March 19, 2020, 03:44 GMT"
Greece	418		5		14	399	13	40		"March 19, 2020, 03:44 GMT"
Ireland	366		2		5	359	6	74		"March 19, 2020, 03:44 GMT"
Finland	359				10	349	2	65		"March 19, 2020, 03:44 GMT"
Singapore	313				117	196	14	54		"March 19, 2020, 03:44 GMT"
Pakistan	307		2		13	292		1		"March 19, 2020, 03:44 GMT"
Poland	287		5		13	269	3	8		"March 19, 2020, 03:44 GMT"
Slovenia	286		1			285	6	138		"March 19, 2020, 03:44 GMT"
Romania	260				19	241	5	14		"March 19, 2020, 03:44 GMT"
Estonia	258				1	257	1	194		"March 19, 2020, 03:44 GMT"
Bahrain	256		1		95	160	3	150		"March 19, 2020, 03:44 GMT"
Iceland	250				5	245	1	733		"March 19, 2020, 03:44 GMT"
Saudi Arabia	238				6	232		7		"March 19, 2020, 03:44 GMT"
Chile	238					238	3	12		"March 19, 2020, 03:44 GMT"
Indonesia	227		19		11	197		0.8		"March 19, 2020, 03:44 GMT"
Thailand	212		1		42	169	1	3		"March 19, 2020, 03:44 GMT"
Egypt	210		6		28	176		2		"March 19, 2020, 03:44 GMT"
Luxembourg	203		2			201	1	324		"March 19, 2020, 03:44 GMT"
Philippines	202		17		7	178	1	2		"March 19, 2020, 03:44 GMT"
Hong Kong	193		4		95	94	4	26		"March 19, 2020, 03:44 GMT"
Turkey	191		2			189		2		"March 19, 2020, 03:44 GMT"
India	170	1	3		15	152		0.1		"March 19, 2020, 03:44 GMT"
Ecuador	168		3		1	164	2	10		"March 19, 2020, 03:44 GMT"
Iraq	164		12		43	109		4		"March 19, 2020, 03:44 GMT"
Russia	147				8	139		1		"March 19, 2020, 03:44 GMT"
Peru	145				1	144	8	4		"March 19, 2020, 03:44 GMT"
Kuwait	142				15	127	4	33		"March 19, 2020, 03:44 GMT"
San Marino	140		14		4	122	11	"4,126"		"March 19, 2020, 03:44 GMT"
Lebanon	133		4		4	125	3	19		"March 19, 2020, 03:44 GMT"
Mexico	118	25			4	114	1	0.9		"March 19, 2020, 03:44 GMT"
South Africa	116					116		2		"March 19, 2020, 03:44 GMT"
UAE	113				26	87	2	11		"March 19, 2020, 03:44 GMT"
Armenia	110				1	109	2	37		"March 19, 2020, 03:44 GMT"
Panama	109		1			108	7	25		"March 19, 2020, 03:44 GMT"
Slovakia	105					105	2	19		"March 19, 2020, 03:44 GMT"
Colombia	102	9			1	101		2		"March 19, 2020, 03:44 GMT"
Taiwan	100		1		22	77		4		"March 19, 2020, 03:44 GMT"
Argentina	97		2		3	92	1	2		"March 19, 2020, 03:44 GMT"
Bulgaria	92		2			90		13		"March 19, 2020, 03:44 GMT"
Croatia	89				5	84		22		"March 19, 2020, 03:44 GMT"
Serbia	89				1	88	4	10		"March 19, 2020, 03:44 GMT"
Uruguay	79					79		23		"March 19, 2020, 03:44 GMT"
Vietnam	76				16	60		0.8		"March 19, 2020, 03:44 GMT"
Algeria	75		7		32	36		2		"March 19, 2020, 03:44 GMT"
Latvia	71				1	70		38		"March 19, 2020, 03:44 GMT"
Costa Rica	69		1			68	2	14		"March 19, 2020, 03:44 GMT"
Brunei	68					68	2	155		"March 19, 2020, 03:44 GMT"
Albania	59		2			57	2	21		"March 19, 2020, 03:44 GMT"
Hungary	58		1		2	55	4	6		"March 19, 2020, 03:44 GMT"
Cyprus	58					58	1	48		"March 19, 2020, 03:44 GMT"
Faeroe Islands	58				1	57		"1,187"		"March 19, 2020, 03:44 GMT"
Jordan	56				1	55		5		"March 19, 2020, 03:44 GMT"
Morocco	54		2		1	51	1	1		"March 19, 2020, 03:44 GMT"
Andorra	53				1	52		686		"March 19, 2020, 03:44 GMT"
Belarus	51				5	46		5		"March 19, 2020, 03:44 GMT"
Sri Lanka	51				3	48		2		"March 19, 2020, 03:44 GMT"
Malta	48				2	46		109		"March 19, 2020, 03:44 GMT"
Palestine	44					44		9		"March 19, 2020, 03:44 GMT"
North Macedonia	43				1	42	1	21		"March 19, 2020, 03:44 GMT"
Oman	39				13	26		8		"March 19, 2020, 03:44 GMT"
Bosnia and Herzegovina	39				2	37		12		"March 19, 2020, 03:44 GMT"
Georgia	38				1	37	1	10		"March 19, 2020, 03:44 GMT"
Cambodia	37				1	36		2		"March 19, 2020, 03:44 GMT"
Kazakhstan	37	1				37		2		"March 19, 2020, 03:44 GMT"
Moldova	36		1		1	34	2	9		"March 19, 2020, 03:44 GMT"
Senegal	36				2	34		2		"March 19, 2020, 03:44 GMT"
Venezuela	36					36		1		"March 19, 2020, 03:44 GMT"
Dominican Republic	34		2			32		3		"March 19, 2020, 03:44 GMT"
Azerbaijan	34		1		7	26		3		"March 19, 2020, 03:44 GMT"
Lithuania	34				1	33	1	12		"March 19, 2020, 03:44 GMT"
Guadeloupe	33					33		82		"March 19, 2020, 03:44 GMT"
Tunisia	29				1	28	2	2		"March 19, 2020, 03:44 GMT"
New Zealand	28	8				28		6		"March 19, 2020, 03:44 GMT"
Liechtenstein	28					28		734		"March 19, 2020, 03:44 GMT"
Martinique	23		1			22		61		"March 19, 2020, 03:44 GMT"
Afghanistan	22				1	21		0.6		"March 19, 2020, 03:44 GMT"
Burkina Faso	20		1			19		1		"March 19, 2020, 03:44 GMT"
Uzbekistan	18					18		0.5		"March 19, 2020, 03:44 GMT"
Macao	17				10	7		26		"March 19, 2020, 03:44 GMT"
Ukraine	16		2			14		0.4		"March 19, 2020, 03:44 GMT"
Jamaica	15		1		2	12		5		"March 19, 2020, 03:44 GMT"
French Guiana	15					15		50		"March 19, 2020, 03:44 GMT"
